Key,en,id,es,pt,sw,fr,mg
pages.home.public.content.explanation.trackingChange.text,"Elinor has been designed primarily to help track changes over time, thus can be used at any stage in the project cycle to:","Elinor dirancang terutama untuk membantu melacak perubahan dari waktu ke waktu, sehingga dapat digunakan pada setiap tahap dalam siklus proyek untuk:","Elinor se ha diseñado principalmente para ayudar a realizar un seguimiento de los cambios a lo largo del tiempo, por lo que se puede utilizar en cualquier etapa del ciclo del proyecto para:","Elinor foi projetado principalmente para ajudar a monitorar mudanças ao longo do tempo, portanto pode ser usado em qualquer estágio do ciclo do projeto para:","Elinor imeundwa ili kusaidia kufuatilia mabadiliko kwa wakati, kwa hivyo inaweza kutumika katika hatua yoyote ya mzunguko wa mradi:","Elinor a été conçu principalement pour aider à suivre les changements au fil du temps, et peut donc être utilisé à n'importe quelle étape du cycle du projet pour :",Elinor dia namboarina hanampiana amin'ny fanaraha-maso ny fiovana rehefa mandeha ny fotoana. Azonao ampiasaina amin'ny dingana rehetra amin'ny tsingerina aingana lalovan'ny tetikasa izy io mba:
pages.home.public.content.explanation.trackingChange.title,TRACKING CHANGE,MELACAK PERUBAHAN,CAMBIO DE SEGUIMIENTO,MUDANÇA DE RASTREAMENTO,KUFUATILIA MABADILIKO,SUIVI DES MODIFICATIONS,FANARAHA-MASO NY FIOVANA
pages.home.public.content.faqs.button,Go to FAQs,Pergi ke FAQ,Ir a FAQs,Vá para perguntas frequentes,Nenda kwa Maswali Yanayoulizwa Mara kwa Mara,Aller à la FAQ,Ho any amin'ny Fanontaniana Mipetraka Matetika
pages.home.public.content.faqs.text,Just getting started with Elinor or would like to learn more about use cases and common applications? Visit the FAQ section to see these common questions answered.,Baru mulai dengan Elinor atau ingin belajar lebih banyak tentang kasus penggunaan dan aplikasi umum? Kunjungi bagian FAQ untuk melihat pertanyaan umum ini dijawab.,¿Acaba de empezar con Elinor o le gustaría aprender más sobre casos de uso y aplicaciones comunes? Visite la sección de preguntas frecuentes para ver las respuestas a estas preguntas comunes.,Está apenas começando com Elinor ou gostaria de saber mais sobre casos de uso e aplicativos comuns? Visite a seção FAQ para ver essas perguntas comuns respondidas.,"Je, unaanza tu na Elinor au ungependa kujifunza zaidi kuhusu kesi za utumiaji na programu za kawaida? Tembelea sehemu ya Maswali Yanayoulizwa Mara kwa Mara ili kuona maswali haya ya kawaida yakijibiwa.",Vous débutez avec Elinor ou vous souhaitez en savoir plus sur les cas d'utilisation et les applications courantes ? Consultez la section FAQ pour obtenir les réponses à ces questions courantes.,"Vao manomboka mampiasa an'i Elinor ve ianao, sa te hahalala bebe kokoa ny fomba fampiasana azy? Jereo ny fizarana Fanontaniana Mipetraka Matetika hahitana valiny amin'ireo fanontaniana mahazatra."
pages.home.public.content.faqs.title,FAQs,FAQ,FAQs,Perguntas frequentes,Maswali yanayoulizwa mara kwa mara,FAQ,Fanontaniana Mipetraka Matetika
pages.home.public.content.introduction.createAccountLink,Create Account,Buat Akun,Crear una cuenta,Criar uma conta,Tengeneza akaunti,Créer un compte,Hamorona kaonty
pages.home.public.content.introduction.text,"Elinor is a free and open-source monitoring tool that helps users gather, store, share, and use data on environmental governance and management to support more effective area-based conservation.","Elinor adalah alat pemantauan sumber terbuka dan gratis yang membantu pengguna mengumpulkan, menyimpan, berbagi, dan menggunakan data tentang tata kelola dan pengelolaan lingkungan untuk mendukung konservasi berbasis wilayah yang lebih efektif.","Elinor es una herramienta de monitoreo gratuita y de código abierto que ayuda a los usuarios a recopilar, almacenar, compartir y usar datos sobre la gobernanza y gestión ambiental para apoyar una conservación basada en áreas más efectiva.","Elinor é uma ferramenta de monitoramento gratuita e de código aberto que ajuda os usuários a coletar, armazenar, compartilhar e usar dados sobre governança e gestão ambiental para apoiar uma conservação baseada em áreas mais eficaz.","Elinor ni zana huria na huria ya ufuatiliaji ambayo huwasaidia watumiaji kukusanya, kuhifadhi, kushiriki na kutumia data kuhusu usimamizi na usimamizi wa mazingira ili kusaidia uhifadhi bora zaidi wa eneo.","Elinor est un outil de surveillance gratuit et open source qui aide les utilisateurs à recueillir, stocker, partager et utiliser des données sur la gouvernance et la gestion environnementales afin de soutenir une conservation par zone plus efficace.","Elinor dia fitaovana fanaraha-maso maimaim-poana sy misokatra ho an’ny rehetra izay manampy ny mpampiasa hanangona, hitahiry, hizara ary hampiasa angona momba ny fitantanana sy ny fiarovana ny tontolo iainana ho fanohanana ny fiarovana amin’ny alalan’ny fizaram-paritra."
pages.home.public.content.introduction.title,Monitoring Governance and Management of Area-based Conservation,Pemantauan Tata Kelola dan Pengelolaan Wilayah Berbasis Konservasi,Monitoreo de la Gestión y Administración de las Áreas de Conservación,Monitoramento da Governação e Gestão de Áreas de Conservação,Ufuatiliaji wa Utawala na Usimamizi wa Uhifadhi wa Maeneo,,
pages.home.public.content.methodology.build,Build,Bangun,Build,Build,Jenga,Construire,Manangana
pages.home.public.content.methodology.button,Go to Methodology,Pergi ke Metodologi,Ir a Metodología,Ir para Metodologia,Nenda kwa Mbinu,Aller à la Méthodologie,Mankanesa any amin'ny Fomba Fiasa
pages.home.public.content.methodology.maintain,Maintain,Pertahankan,Maintain,Maintain,Dumisha,Maintenir,Mikojakoja
pages.home.public.content.methodology.plan,Plan,Rencana,Plan,Plan,Panga,Planifier,Mandrafitra
pages.home.public.content.methodology.score,Score,Skor,Score,Score,Alama,Score,Naoty
pages.home.public.content.methodology.strengthen,Strengthen,Perkuat,Strengthen,Strengthen,Imarisha,Renforcer,Manamafy
pages.home.public.content.methodology.text,Learn more about how you can use the Elinor assessment and download the field protocol and assessment tool.,Pelajari lebih lanjut tentang bagaimana Anda dapat menggunakan penilaian Elinor dan mengunduh protokol lapangan dan alat penilaian.,Obtenga más información sobre cómo puede utilizar la evaluación de Elinor y descargue el protocolo de campo y la herramienta de evaluación.,Saiba mais sobre como você pode usar a avaliação Elinor e baixe o protocolo de campo e a ferramenta de avaliação.,Pata maelezo zaidi kuhusu jinsi unavyoweza kutumia tathmini ya Elinor na kupakua itifaki ya uga na zana ya kutathmini.,Apprenez-en davantage sur la façon dont vous pouvez utiliser l'évaluation Elinor et téléchargez le protocole et l'outil d'évaluation sur terrain.,Fantaro bebe kokoa ny fomba fampiasana ny fanombanana Elinor ary sintony ny torolalana sy ny fitaovana fanombanana eny ifotony.
pages.home.public.content.methodology.text2,"Elinor includes 35 questions across 10 governance and management attributes. Each question is scored 0-3 and those scores equally contribute to their respective attribute scores. In turn, the attribute scores equally contribute to the overall score. Depending on the given score, Elinor suggests different actions steps, including Plan, Build, Strengthen, and Maintain. It is important to note that although these scores provide important insights, they should be used together with the qualitative data entered into Elinor when deciding what adaptive management actions to take.","Elinor mencakup 35 pertanyaan di 10 atribut tata kelola dan pengelolaan. Setiap pertanyaan dinilai 0-3 dan skor tersebut sama-sama berkontribusi pada skor atribut mereka. Sebagai gantinya, skor atribut sama-sama berkontribusi pada skor keseluruhan. Bergantung pada skor yang diberikan, Elinor menyarankan langkah-langkah aksi yang berbeda, termasuk Rencana, Bangun, Perkuat, dan Pertahankan. Penting untuk dicatat bahwa meskipun skor ini memberikan wawasan penting, mereka harus digunakan bersama dengan data kualitatif yang dimasukkan ke dalam Elinor saat memutuskan tindakan manajemen adaptif apa yang harus diambil.","Elinor incluye 35 preguntas en 10 atributos de gobierno y gestión. Cada pregunta se califica de 0 a 3 y esos puntajes contribuyen igualmente a sus respectivos puntajes de atributos. A su vez, las puntuaciones de los atributos contribuyen igualmente a la puntuación general. Según el puntaje otorgado, Elinor sugiere diferentes pasos de acción, que incluyen Planificar, Construir, Fortalecer y Mantener. Es importante tener en cuenta que, si bien estos puntajes brindan información importante, deben usarse junto con los datos cualitativos ingresados en Elinor al decidir qué acciones de manejo adaptativo tomar.","Elinor inclui 35 perguntas sobre 10 atributos de governança e gestão. Cada pergunta recebe uma pontuação de 0 a 3 e essas pontuações contribuem igualmente para as respectivas pontuações de atributos. Por sua vez, as pontuações dos atributos contribuem igualmente para a pontuação geral. Dependendo da pontuação dada, Elinor sugere diferentes etapas de ação, incluindo Planejar, Construir, Fortalecer e Manter. É importante observar que, embora essas pontuações forneçam informações importantes, elas devem ser usadas em conjunto com os dados qualitativos inseridos na Elinor ao decidir quais ações de gestão adaptativa tomar.","Elinor inajumuisha maswali 35 katika sifa 10 za utawala na usimamizi. Kila swali lina alama 0-3 na alama hizo huchangia kwa usawa alama zao za sifa. Kwa upande mwingine, alama za sifa huchangia kwa usawa alama ya jumla. Kulingana na alama iliyotolewa, Elinor anapendekeza hatua tofauti za vitendo, ikiwa ni pamoja na Panga, Jenga, Imarisha na Dumisha. Ni muhimu kutambua kwamba ingawa alama hizi hutoa maarifa muhimu, zinapaswa kutumiwa pamoja na data ya ubora iliyoingizwa katika Elinor wakati wa kuamua ni hatua gani za usimamizi zinazobadilika za kuchukua.","Elinor comprend 35 questions à travers 10 attributs de gouvernance et de gestion. Chaque question est notée de 0 à 3 et ces scores contribuent de manière égale à leurs scores d'attributs respectifs. À leur tour, les scores d'attribut contribuent de manière égale au score global. En fonction du score donné, Elinor suggère différentes étapes d'action, à savoir Planifier, Construire, Renforcer et Maintenir. Il est important de noter que bien que ces scores fournissent des informations importantes, ils doivent être utilisés conjointement avec les données qualitatives saisies dans Elinor pour décider des actions de gestion adaptative à prendre.","Elinor dia mampiasa fanontaniana 35 handinihana ireo sokajy 10 manan-danja amin'ny fehim-pitantanana sy fitantanana. Ny fanontaniana tsirairay dia mahazo isa 0 hatramin'ny 3, ary ireo isa ireo dia mitambatra mba hahazoana isa ho an'ny sokajy tsirairay mifandraika aminy. Ireo isa isaky ny sokajy ireo avy eo dia atambatra hahazoana ny isa ankapobeny. Miankina amin'io isa io, Elinor dia manoro dingana samihafa toy ny Mandrafitra, Manangana, Manamafy, sy Mikojakoja. Zava-dehibe ny manamarika fa na dia manome fahalalana lehibe aza ireo isa ireo, dia tokony hampiasaina miaraka amin'ny fanazavana amin'ny antsipiriany  hafa nampidirina tao amin'ny Elinor rehefa manapa-kevitra ny amin'ny hetsika mahay miatrika fiovana tokony hatao."
pages.home.public.content.methodology.title,METHODOLOGY,METODOLOGI,METODOLOGÍA,METODOLOGIA,MBINU,MÉTHODOLOGIE,FOMBA FIASA
pages.home.public.createAccountLink,create account,buat akun,Crear una cuenta,criar conta,tengeneza akaunti,Créer un compte,Hamorona kaonty
pages.home.public.forgotPasswordLink,Forgot password?,Lupa kata sandi?,¿Has olvidado tu contraseña?,Esqueceu sua senha?,Umesahau nywila?,Mot de passe oublié ?,Hadino ny teny miafina?
pages.home.public.latestNews.readMore,Read more,Baca lebih lanjut,Read more,Ler mais,Soma zaidi,Lire la suite,Vakio hatrany
pages.home.public.latestNews.seeMoreNews,See more news,Lihat lebih banyak berita,See more news,Ver mais notícias,Angalia habari zingine,Voir plus d'actualités,Hijery vaovao bebe kokoa
pages.home.public.latestNews.title,LATEST NEWS,BERITA TERKINI,LATEST NEWS,ÚLTIMAS NOTÍCIAS,HABARI MPYA,DERNIÈRES NOUVELLES,VAOVAO FARANY
pages.home.public.passwordInput,Password,Kata Sandi,Contraseña,Senha,Nenosiri,Mot de passe,Teny miafina
pages.home.public.rememberMeCheckbox,Remember me,Ingat saya,Acuérdate de mí,Lembre de mim,Nikumbuke,Se souvenir de moi,Tsarovy aho
pages.home.public.resendVerificationLink,Resend,Kirim Ulang,Reenviar,Reenviar,Tuma tena,Renvoyer,Avereno alefa
pages.home.public.signInButton,Sign In,Masuk,Registro,Entrar,Weka sahihi,Connexion,Midira
pages.home.public.signInSubtitle,Use your username or email and password to access Elinor,Gunakan nama pengguna atau email dan kata sandi Anda untuk mengakses Elinor,Utiliza tu nombre de usuario o E-mail y contraseña para acceder a Elinor,Use seu nome de usuário ou e-mail e senha para acessar Elinor,Tumia jina lako la mtumiaji au barua pepe na nenosiri ili kufikia Elinor,Utilisez votre nom d'utilisateur ou votre adresse e-mail et votre mot de passe pour accéder à Elinor,Ampiasao ny anaran'ny mpampiasa na adiresy mailaka sy teny miafinao mba hidirana amin’i Elinor
pages.home.public.signInTitle,SIGN IN,MASUK,Iniciar sesión,ENTRAR,INGIA,CONNEXION,FIDIRANA
pages.home.public.signInTitleAndCreateAccountSeparator,or,atau,o,ou,au,ou,na
pages.home.public.usernameInput,Username or Email,Nama Pengguna atau Email,Nombre de usuario o E-mail,Nome de usuário ou e-mail,Jina la mtumiaji au Barua pepe,Nom d'utilisateur ou e-mail,Anaran'ny mpampiasa na mailaka
pages.map.boxAssessment.byAttributes,By Attributes,Berdasarkan Atribut,By Attributes,Por Atributos,Kwa Sifa,Par attributs,Arakaraka ny sokajy
pages.map.boxAssessment.goToAssessment,Go to Full Assessment,Pergi ke Penilaian Penuh,Go to Full Assessment,Ir para Avaliação Completa,Nenda kwa Tathmini Kamili,Aller à l'évaluation complète,Hanao ny fanombanana manontolo
pages.map.boxAssessment.managedArea,Name of Management Area,Nama Kawasan yang Dikelola,Name of Management Area,Nome da Área de Manejo,Jina la Eneo Linalosimamiwa,Nom de la zone sous gestion,Anaran'ny faritra tantanana
pages.map.boxList.covering,covering,meliputi,covering,cobertura,ukubwa wa,couverture,Manarona
pages.map.boxList.ha,ha,ha,ha,ha,hekta,ha,ha
pages.map.filters.form.placeholders.attributes,By Attributes,Berdasarkan Atribut,Por atributos,Por atributos,Kwa Sifa,Par attributs,Arakaraka ny sokajy
pages.map.filters.form.placeholders.countries,Country,Negara,País,País,Nchi,Pays,Firenena
pages.map.filters.title,Filters,Filter,Filtros,Filtros,Vichujio,Filtres,Sivana
pages.map.filters.apply,Apply filters,Terapkan filter,Aplicar filtros,Aplicar filtros,Weka vichujio,Appliquer des filtres,Ampiharina ny sivana
pages.map.filters.reset,Reset,Reset,Reiniciar,Reiniciar,Weka upya,Réinitialiser,Mamerina hatramin'ny voalohany
pages.map.home.meta.slug,/map,/map,/map,/map,/map,/carte,/Sarin-tany
pages.map.home.meta.title,Map,Peta,Mapa,Mapa,Ramani,Carte,Sarin-tany
pages.map.legend.build,Build,Bangun,Build,Construir,Jenga,Construire,Manangana
pages.map.legend.mantain,Mantain,Pertahankan,Mantain,,Dumisha,Maintenir,Mikojakoja
pages.map.legend.plan,Plan,Rencana,Plan,Planejar,Panga,Planifier,Mandrafitra
pages.map.legend.strengthen,Strengthen,Perkuat,Strengthen,Fortalecer,Imarisha,Renforcer,Manamafy
pages.map.popup.managedArea,Managed Area,Kawasan yang Dikelola,Managed Area,Área de Manejo,Eneo Linalosimamiwa,Zone sous gestion,Faritra tantanana
pages.map.popup.view,View Menaged Area,,Ver Menaged Area,,Tafuta Eneo Linalosimamiwa,Voir la zone sous gestion,Hijery ny faritra tantanana
pages.map.title,MAP,PETA,MAP,MAPA,RAMANI,CARTE,SARIN-TANY
pages.methodologyPage.aq1,"Regardless of how data are collected, Elinor first requires questions about the managed area to be answered, before getting to the main assessment. Below is a list of questions asked about the managed area.","Terlepas dari bagaimana data dikumpulkan, Elinor terlebih dahulu mewajibkan pertanyaan-pertanyaan tentang area yang dikelola untuk dijawab, sebelum melanjutkan ke penilaian utama. Berikut adalah daftar pertanyaan yang diajukan tentang area yang dikelola.","Independientemente de cómo se recopilen los datos, Elinor primero exige que se respondan preguntas sobre el área gestionada, antes de pasar a la evaluación principal. A continuación, se presenta una lista de preguntas sobre el área gestionada.","Independentemente da forma como os dados são recolhidos, a Elinor exige que sejam respondidas questões sobre a área gerida antes de passar para a avaliação principal. Abaixo, uma lista de questões colocadas sobre a área gerida.","Bila kujali jinsi data inavyokusanywa, Elinor kwanza anahitaji maswali kuhusu eneo linalosimamiwa ili kujibiwa, kabla ya kupata tathmini kuu. Ifuatayo ni orodha ya maswali yaliyoulizwa kuhusu eneo linalosimamiwa.",,
pages.methodologyPage.aq2,"After completing these questions, users will then answer the main survey questions. <strong>There are 35 indicators nested within 10 attributes</strong>. Each attribute is optional. If you decide that any attribute is not applicable to the managed area, the indicators associated with that attribute can be skipped. ","Setelah menjawab pertanyaan-pertanyaan ini, pengguna akan menjawab pertanyaan survei utama. <strong>Terdapat 35 indikator yang dikelompokkan dalam 10 atribut</strong>. Setiap atribut bersifat opsional. Jika Anda memutuskan bahwa suatu atribut tidak berlaku untuk area yang dikelola, indikator yang terkait dengan atribut tersebut dapat dilewati.","Tras responder estas preguntas, los usuarios responderán las preguntas principales de la encuesta. Hay 35 indicadores anidados en 10 atributos. Cada atributo es opcional. Si decide que algún atributo no es aplicable al área gestionada, puede omitir los indicadores asociados a dicho atributo.","Após responder a estas questões, os utilizadores responderão às questões principais da pesquisa. Existem 35 indicadores aninhados em 10 atributos. Cada atributo é opcional. Se decidir que algum atributo não é aplicável à área gerida, os indicadores associados a esse atributo podem ser ignorados.","Baada ya kumaliza maswali haya, watumiaji watajibu maswali kuu ya utafiti. <strong>Kuna viashirio 35 vilivyowekwa ndani ya sifa 10</strong>. Kila sifa ni ya hiari. Ukiamua kuwa sifa yoyote haitumiki kwa eneo linalodhibitiwa, viashiria vinavyohusishwa na sifa hiyo vinaweza kurukwa.",,
pages.methodologyPage.aq3,"Whatever questions remain are answered in two ways. First, there are required Likert type questions that directly answer the question being asked. Second, there is an Explanation box in which text can be entered elaborating on the Likert type answer, or including any other information that the Likert type answer missed. The attributes and indicators are below.","Pertanyaan yang tersisa dijawab dengan dua cara. Pertama, terdapat pertanyaan tipe Likert wajib yang langsung menjawab pertanyaan yang diajukan. Kedua, terdapat kotak Penjelasan di mana teks dapat diisi untuk menjelaskan jawaban tipe Likert, atau informasi lain yang terlewatkan oleh jawaban tipe Likert. Atribut dan indikatornya ada di bawah ini.","Las preguntas restantes se responden de dos maneras. Primero, hay preguntas obligatorias de tipo Likert que responden directamente a la pregunta formulada. Segundo, hay un cuadro de explicación donde se puede introducir texto que amplíe la respuesta de tipo Likert o incluya cualquier otra información que no se haya incluido en la respuesta. Los atributos e indicadores se muestran a continuación.","Quaisquer questões restantes são respondidas de duas formas. Em primeiro lugar, existem perguntas obrigatórias do tipo Likert que respondem diretamente à pergunta feita. Em segundo lugar, existe uma caixa de Explicação na qual pode introduzir texto detalhando a resposta do tipo Likert ou incluindo qualquer outra informação que a resposta do tipo Likert tenha omitido. Os atributos e indicadores estão abaixo.","Maswali yoyote yanayobaki yanajibiwa kwa njia mbili. Kwanza, inahitajika maswali ya aina ya Likert ambayo hujibu moja kwa moja swali linaloulizwa. Pili, kuna kisanduku cha Maelezo ambacho maandishi yanaweza kuingizwa kwa kufafanua jibu la aina ya Likert, au pamoja na habari nyingine yoyote ambayo jibu la aina ya Likert lilikosa. Sifa na viashiria viko hapa chini.",,
pages.methodologyPage.cta1,Download Protocol,Unduh Protokol,Descargar protocolo,Baixar protocolo,Pakua Itifaki,Télécharger le Protocole,Hisintona ilay Arofenitra
pages.methodologyPage.home.meta.seo.description,,,,,,,
pages.methodologyPage.home.meta.seo.keywords,,,,,,,
pages.methodologyPage.home.meta.seo.og_image,,,,,,,
pages.methodologyPage.home.meta.seo.title,,,,,,,
pages.methodologyPage.home.meta.slug,/methodology,/methodology,/methodology,,/methodology,/méthodologie,/fomba fiasa
pages.methodologyPage.home.meta.title,Methodology,Metodologi,Metodología,,Mbinu,Méthodologie,Fomba fiasa
pages.methodologyPage.paragraph1,"The Elinor assessment can be completed in two different ways: Through a facilitated focus group with different stakeholders involved in and affected by the MA, or as a desk-based assessment led by a conservation practitioner. When inputting data, users can indicate which pathway they took to generate the data in the assessment and what types of stakeholders were engaged in the assessment.","Penilaian Elinor dapat diselesaikan dengan dua cara yang berbeda: Melalui diskusi kelompok terfokus yang difasilitasi dengan berbagai pemangku kepentingan yang terlibat dan terpengaruh oleh KA, atau sebagai penilaian berbasis meja yang dipimpin oleh praktisi konservasi. Saat memasukkan data, pengguna dapat menunjukkan jalur mana yang mereka ambil untuk menghasilkan data dalam penilaian dan jenis pemangku kepentingan apa yang terlibat dalam penilaian.","La evaluación de Elinor se puede completar de dos maneras diferentes: a través de un grupo focal facilitado con diferentes los titulares de derechos y otros actores involucradas y afectadas por la AG, o como una evaluación documental dirigida por un profesional de la conservación. Al ingresar datos, los usuarios pueden indicar qué camino tomaron para generar los datos en la evaluación y qué tipos de titulares de derechos y otros actores participaron en la evaluación.","A avaliação da Elinor pode ser concluída de duas maneiras diferentes: através de um grupo focal facilitado com diferentes detentores de direitos e outros atores envolvidos e afetados pela Área de Manejo, ou como uma avaliação documental liderada por um profissional de conservação. Ao inserir dados, os usuários podem indicar qual caminho seguiram para gerar os dados na avaliação e que tipos de detentores de direitos e outros atores estiveram envolvidos na avaliação.","Tathmini ya Elinor inaweza kukamilishwa kwa njia mbili tofauti: Kupitia kikundi cha kuzingatia kilichowezeshwa na wenye hakimiliki tofauti na wahusika wengine wanaohusika na kuathiriwa na MA, au kama tathmini inayotegemea dawati inayoongozwa na mtaalamu wa uhifadhi. Wakati wa kuingiza data, watumiaji wanaweza kuonyesha ni njia gani walichukua ili kutoa data katika tathmini na ni aina gani za wenye hakimiliki na wahusika wengine walihusika katika tathmini.","L'évaluation Elinor peut être réalisée de deux manières différentes : par le biais d'un groupe de discussion animé avec différentes parties prenantes impliquées et affectées par la zone sous gestion, ou sous la forme d'une évaluation documentaire dirigée par un praticien de la conservation. Lors de la saisie des données, les utilisateurs peuvent indiquer le chemin qu'ils ont emprunté pour générer les données de l'évaluation et les types de parties prenantes qui ont participé à l'évaluation.","Misy fomba roa azo anaovana ny fanombanana Elinor: amin'ny alalan'ny dinika entanina anaty vondrona iarahana amin'ireo mpisehatra mandray anjara sy voakasiky ny faritra tantanana, na amin'ny endrika fanombanana amin'ny alalan'ny antontan-kevitra tarihin'ny matihanina amin'ny fiarovana. Rehefa mampiditra angona, azon'ny mpampiasa atao ny manamarika ny lalana narahiny tamin'ny fanangonana angona sy ny karazana mpisehatra nandray anjara tamin'ny fanombanana."
pages.methodologyPage.paragraph2,"Most governance assessments are traditionally completed through participatory focus group discussions; leveraging diverse perceptions from key stakeholders involved in the management and governance of a particular area. For those with the time and capacity to gather diverse perspectives on management and governance, we recommend downloading the Elinor assessment tool and protocol to guide your efforts.","Sebagian besar penilaian tata kelola secara tradisional diselesaikan melalui diskusi kelompok terfokus yang partisipatif; memanfaatkan persepsi yang beragam dari pemangku kepentingan kunci yang terlibat dalam pengelolaan dan tata kelola area tertentu. Bagi mereka yang memiliki waktu dan kapasitas untuk mengumpulkan berbagai perspektif tentang pengelolaan dan tata kelola, kami merekomendasikan mengunduh alat penilaian Elinor dan protokol untuk memandu upaya Anda.","La mayoría de las evaluaciones de gobernanza tradicionalmente se completan mediante discusiones participativas en grupos focales; Aprovechar las diversas percepciones de los titulares de derechos y otros actores clave involucradas en la gestión y gobernanza de un área en particular. Para aquellos que tienen el tiempo y la capacidad para recopilar diversas perspectivas sobre gestión y gobernanza, recomendamos descargar la herramienta de evaluación y el protocolo de Elinor para guiar sus esfuerzos. ","A maioria das avaliações de governança são tradicionalmente concluídas através de discussões participativas em grupos focais, alavancando percepções diversas dos principais detentores de direitos e outros atores envolvidos na gestão e governança de uma área específica. Para aqueles com tempo e capacidade para reunir diversas perspectivas sobre gestão e governança, recomendamos baixar a ferramenta e o protocolo de avaliação Elinor para orientar seus esforços.","Tathmini nyingi za utawala hukamilishwa kimila kupitia mijadala shirikishi ya vikundi; kuongeza mitazamo tofauti kutoka kwa wenye hakimiliki wakuu na watendaji wengine wanaohusika katika usimamizi na utawala wa eneo fulani. Kwa wale walio na muda na uwezo wa kukusanya mitazamo mbalimbali kuhusu usimamizi na utawala, tunapendekeza upakue zana ya tathmini ya Elinor na itifaki ili kuongoza juhudi zako.","La plupart des évaluations de la gouvernance sont traditionnellement réalisées par le biais de discussions de groupe participatives, tirant parti des diverses perceptions des principales parties prenantes impliquées dans la gestion et la gouvernance d'une aire spécifique. Pour ceux qui ont le temps et la capacité de recueillir des points de vue variés sur la gestion et la gouvernance, nous recommandons de télécharger l'outil d'évaluation et le protocole Elinor pour guider vos efforts.","Ny ankamaroan'ny fanombanana ny fehim-pitantanana dia atao amin'ny alalan'ny dinika iarahana amin'ny vondrona, ka ahazoana tombony amin'ny fomba fijery samihafa avy amin'ireo mpandray anjara lehibe amin'ny fitantanana sy ny fehim-pitantanana ao amin'ny faritra iray manokana. Ho an'ireo manana fotoana sy fahafahana manangona fomba  fijery isan-karazany momba ny sehatry ny fitantanana sy ny fehim-pitantanana, dia entaninay izy ireo hisintona ny fitaovana fanombanana sy ny fitsipika ifampiraharahana Elinor ho tari-dalana amin'ny ezaka ataony."
pages.methodologyPage.paragraph3,"This guidance offers insights on how to ethically lead a group, obtain the right permissions for using the data, and to probe for diverse perspectives; especially of those who may have been traditionally marginalized. This is the preferred pathway, as it allows diverse voices to contribute to the assessment, providing a more holistic perspective on the status of management and governance in an area.","Panduan ini menawarkan wawasan tentang bagaimana memimpin kelompok secara etis, memperoleh izin yang tepat untuk menggunakan data, dan untuk menggali perspektif yang beragam; terutama dari mereka yang mungkin telah dimarginalkan secara tradisional. Ini adalah jalur yang disukai, karena memungkinkan berbagai suara untuk berkontribusi pada penilaian, memberikan perspektif yang lebih holistik tentang status pengelolaan dan tata kelola di suatu area.","Esta guía ofrece información sobre cómo liderar éticamente un grupo, obtener los permisos adecuados para utilizar los datos y buscar diversas perspectivas; especialmente de aquellos que pueden haber sido tradicionalmente marginados. Esta es la vía preferida, ya que permite que diversas voces contribuyan a la evaluación, proporcionando una perspectiva más holística sobre el estado de la gestión y la gobernanza en un área.","Esta orientação oferece insights sobre como liderar eticamente um grupo, obter as permissões corretas para usar os dados e sondar diversas perspectivas; especialmente daqueles que podem ter sido tradicionalmente marginalizados. Este é o caminho preferido, pois permite que diversas vozes contribuam para a avaliação, proporcionando uma perspectiva mais holística sobre a situação da gestão e governança numa área.","Mwongozo huu unatoa maarifa kuhusu jinsi ya kuongoza kikundi kimaadili, kupata ruhusa zinazofaa za kutumia data, na kuchunguza mitazamo tofauti; hasa ya wale ambao wanaweza kuwa wametengwa kimila. Hii ndiyo njia inayopendekezwa, kwani inaruhusu sauti tofauti kuchangia katika tathmini, ikitoa mtazamo kamili zaidi juu ya hali ya usimamizi na utawala katika eneo.","Ces conseils offrent des informations sur la façon de diriger un groupe de manière éthique, d'obtenir les bonnes autorisations pour utiliser les données et de sonder divers points de vue ; en particulier de ceux qui ont pu être traditionnellement marginalisés. Telle est la voie privilégiée car elle permet à diverses voix de contribuer à l'évaluation, offrant ainsi une perspective plus holistique sur l'état de la gestion et de la gouvernance dans une zone.","Ireo torohevitra ireo dia manome fampahafantarana momba ny fomba fitarihana vondrona manaraka ny fenitra toavina sy am-pitandremana, ny fomba hahazoana alalana amin'ny fampiasana angona, ary ny fanangonana fomba fijery isan-karazany, indrindra avy amin'ireo olona voahilika noho ny fomba nentin-drazana. Ity fomba ity no aroso satria manome sehatra fanehoan-kevitra samihafa momba ny fanombanana, ka manome topi-maso feno kokoa momba ny endriky ny fitantanana sy fehim-pitantanana ao amin'ny faritra iray."
